D;energy;sweeps;denergy;dSchmidt;min_Schmidt
45;-157.51188430493457;11;2.1316282072803006e-12;2.8503794120863286e-11;9.394181682780161e-07
45;-157.5118843049579;11;6.508571459562518e-12;9.964329900460546e-12;9.394181703885331e-07
45;-157.51188430495452;11;1.9895196601282805e-12;1.8044012045808473e-11;9.394181694253832e-07
45;-157.51188430495208;11;1.5063505998114124e-12;1.011239639998773e-11;9.394181718708577e-07
