D;energy;sweeps;denergy;dSchmidt;min_Schmidt
32;-5235.100158756788;200;1.0877556633204222e-09;1.9563193384358756e-09;3.223578220157838e-05
64;-5235.100331037059;25;1.7280399333685637e-11;1.972797563155075e-12;1.575961647761929e-06
69;-5235.10033127925;45;5.275069270282984e-11;1.951620341718225e-12;8.635023997102239e-07
69;-5235.100331279395;3;1.0913936421275139e-11;2.2858257731939987e-12;8.635023997352982e-07
